"car_id","car_make","car_model","car_gears","car_fuel_type","car_transmission_type"
f90c84f733a908ad228a22b1ef4cde05,AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
b6187ecd1be3c7efbf995c099a096d1b,AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
"7974c387afd85c8d40d41febe735aa82",AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
"79e05c761e1794952f20387c5a94b539",AUDI,A6,"8",Unknown,Semi-Automatic
"4f5ee19b114062515e96b9a1217d1835",AUDI,A6,"8",Unknown,Semi-Automatic
c45dd4a125bc121b74bb8672b6fea758,AUDI,A6,"8",Unknown,Semi-Automatic
cdef89d353c3447a0144c3239030947e,AUDI,A6,"8",Unknown,Semi-Automatic
c634b21b7254fa21cdd35e13e82fbf1f,HONDA,ACCORD,"6",Unknown,Manual
"6d16206a3401593e1af2c53dffec0fe0",HONDA,ACCORD,"6",Unknown,Manual
e871534d7d8cb0c346c91b2c35e108f3,HYUNDAI,Accent,"6",Unknown,Manual
f234de4b454058ce7740f24e3aede148,HYUNDAI,Accent,"6",Unknown,Manual
"90adbfef1af68e557bda7adfb348367f",HYUNDAI,Accent,"6",Unknown,Manual
"45ba717f2277b8d64738995c98b82a75",VOLKSWAGEN,Beetle,"6",Unknown,Manual
e6b70bec88596de075875496815c5ba9,VOLKSWAGEN,Beetle,"6",Unknown,Manual
a2177fb51421e0b0b0de74e6c2573788,VOLKSWAGEN,Beetle,"6",Unknown,Manual
"6f09f4f9ac5e19d025c1e72b8601702a",VOLKSWAGEN,Beetle,"6",Unknown,Manual
"34feb9e97075fd88061f16493fad089d",VOLKSWAGEN,CC,"6",Unknown,Automatic
"5957dcdbeb55ad4495c2cec0ad55fb82",VOLKSWAGEN,CC,"6",Unknown,Automatic
a99efd5c2c5312e00bac4342c13cc9f0,VOLKSWAGEN,CC,"6",Unknown,Automatic
d937bea2a4fa33d1520788c265649404,VOLKSWAGEN,CC,"6",Unknown,Automatic
"646d73fba9558528a5269a74467ad13d",HONDA,CIVIC,"1",Unknown,Continuously Variable
"61adf2b0e079a93e3900c9ecd22b3ef7",HONDA,CIVIC,"1",Unknown,Continuously Variable
b8c22124ecbffa9e3558bad26e63693d,HONDA,CIVIC,"1",Unknown,Continuously Variable
"01bd9c2e4818e203fa2e7d2bbd03c5d8",HONDA,CIVIC,"1",Unknown,Continuously Variable
be378ded7e26e41932fc7e17c7dfce07,HONDA,CIVIC,"1",Unknown,Continuously Variable
a7bbfcbe6eac414374526332b74dea2b,HONDA,CIVIC,"1",Unknown,Continuously Variable
"07de085b346421a3d20d6a28f5a19525",HONDA,CIVIC,"1",Unknown,Continuously Variable
"70e83422a01a04df610d92bba47adfad",TOYOTA,COROLLA,"1",Unknown,Continuously Variable
bb861839e42344f5bbe569770315c809,TOYOTA,COROLLA,"1",Unknown,Continuously Variable
ae26089026c084ae339d4086a503dd22,TOYOTA,COROLLA,"1",Unknown,Continuously Variable
f83f55324f7ee31dc539f707e0d69e8f,TOYOTA,COROLLA,"1",Unknown,Continuously Variable
"39552304fec8013049bffdd0a8fed09a",HONDA,CR-V,"1",Unknown,Continuously Variable
c190a701504527997aa05928e475f8f6,CHEVROLET,CRUZE,"6",Unknown,Automatic
d4e9a66d5c67290970126737f2a72972,LEXUS,CT 200h,"1",Unknown,Continuously Variable
aab50b3d68e53d07cfab9cb79dd0fc9c,MAZDA,CX-5,"6",Unknown,Manual
"6512cbd88405d433cf9ac9e439a094f1",JEEP,Cherokee,"9",Unknown,Automatic
"3a44505cefd018c0a9c93e0cc8b1c6c5",HYUNDAI,Elantra,"6",Unknown,Manual
"673ac6a6069c2fb5a671a65893c23560",VOLKSWAGEN,Eos,"6",Unknown,Automatic
"3c25065de4ef9d97a677d8112b174de4",FORD,FIESTA,"5",Unknown,Manual
cbeb454d7890aaa271e4100658205731,FORD,FIESTA,"5",Unknown,Manual
"1bea5752d0f352c39e1d82283c9fbb60",FORD,FIESTA,"5",Unknown,Manual
"6fbcfabb22b8a582f865c394410d0ebf",FORD,FIESTA,"5",Unknown,Manual
"60b61549e31edd095fb6c5ca96642f02",FORD,FIESTA,"5",Unknown,Manual
cc26f05fec015eb8e52f5371c14c3a5a,FORD,FIESTA,"5",Unknown,Manual
d42d5ca018f16164ff0bcd6c1c210bf6,FORD,FIESTA,"5",Unknown,Manual
"4f062d6742ce812a20282be3ad44b5d4",FORD,FIESTA,"5",Unknown,Manual
"0832184bc3fa5f4d0272916023dfb279",FORD,FIESTA,"5",Unknown,Manual
"5401bb77a131f9b9017b985a565d9da7",FORD,FIESTA,"5",Unknown,Manual
"7269c0b35804851f4e20e6695df1c789",FORD,FIESTA,"5",Unknown,Manual
bd22e5e63f3f3eeedfc94442fe28f9b1,FORD,FIESTA,"5",Unknown,Manual
d98d66b4f72d6a961eba778084cdb045,FORD,FIESTA,"5",Unknown,Manual
f8398cbaf38814417db0d5b2beabb08c,FORD,FIESTA,"5",Unknown,Manual
"8d78039efee4fcc05aa8a9686d6c4ec5",FORD,FIESTA,"5",Unknown,Manual
ff9001bb4ed9601175229548d1a2efbb,FORD,FOCUS,"6",Unknown,Automated Manual
"57af4a17bff7e22bd2d08c125966bdc7",FORD,FOCUS,"6",Unknown,Automated Manual
a337048d7b86a261f3637edac081278f,FORD,FOCUS,"6",Unknown,Automated Manual
"67c32bbb705d74c6eeb92544a2336ad9",FORD,FOCUS,"6",Unknown,Automated Manual
"99728237032048cdfa930f2c7b6a5a76",FORD,FOCUS,"6",Unknown,Automated Manual
b647a989b42b0b09710b9e2c791ffdb1,FORD,FOCUS,"6",Unknown,Automated Manual
"83944e5ddcc2921df77de6ac1f0d3fd9",FORD,FOCUS,"6",Unknown,Automated Manual
a06efc8984f4c47c77ca6376d3b8bc43,FORD,FOCUS,"6",Unknown,Automated Manual
f814b3dd95cf3800c4db673ce80c8511,FORD,FOCUS,"6",Unknown,Automated Manual
bd7efa5757ae468268d94633e3b887f0,FORD,FOCUS,"6",Unknown,Automated Manual
a7fc125c9841558aac9245bb5d26ac0c,FORD,FOCUS,"6",Unknown,Automated Manual
"1d26f2f150fb62df5452cd62451cb67a",FORD,FOCUS,"6",Unknown,Automated Manual
ffa4c2e5561f8605b3be0dc065e42bea,FORD,FOCUS,"6",Unknown,Automated Manual
"46aaed6674d1710c2cfa1693d1cd030a",FORD,FOCUS,"6",Unknown,Automated Manual
"312beec23a1f7d3b66eeb2abcb213cf3",FORD,FOCUS,"6",Unknown,Automated Manual
e069e81bf3ff4ec5c9b61b22ba4442a4,FORD,FOCUS,"6",Unknown,Automated Manual
"2d276917168f98063797b3679de9006a",FORD,FOCUS,"6",Unknown,Automated Manual
"3acd615ac25086f3b5b6dca4c2710f37",FORD,FOCUS,"6",Unknown,Automated Manual
fc085032e0748c6e5bcf91ef8bcd4950,VOLKSWAGEN,GTI,"6",Unknown,Manual
e883b6683783a18e586f95e22071ff20,VOLKSWAGEN,Golf,"5",Unknown,Manual
e296738212f783acbcee4194080b5362,VOLKSWAGEN,Golf,"5",Unknown,Manual
dcb55ddd74ffa26ecc5719a069522840,VOLKSWAGEN,Golf,"5",Unknown,Manual
"1f81d9ff09849e324145e15a98f9dabb",VOLKSWAGEN,Golf,"5",Unknown,Manual
"8073a5098ab0896391b0e0dfd949809f",VOLKSWAGEN,Golf,"5",Unknown,Manual
"2185978cca3f596887ed8248e02a3078",VOLKSWAGEN,Golf,"5",Unknown,Manual
"2a07ef0bc7a748e39981a56d3b811a10",VOLKSWAGEN,Golf,"5",Unknown,Manual
"9cf44071486967756ca61fcb9a4b3cda",VOLKSWAGEN,Golf,"5",Unknown,Manual
"9f656c6bd499a7d9c333a1e755b8cfe6",VOLKSWAGEN,Golf,"5",Unknown,Manual
"5a4b4fe77e4f16c6b50f31f845f108aa",VOLKSWAGEN,Golf,"5",Unknown,Manual
bdd4aec4847690e5922f2092398c1a85,VOLKSWAGEN,Golf,"5",Unknown,Manual
e6d8a3263c9799d26373c5faa90869c8,VOLKSWAGEN,Golf,"5",Unknown,Manual
"496ac2e35fc8ac2f1e0cef6a88b397f8",VOLKSWAGEN,Golf,"5",Unknown,Manual
"2f0b34e5086415f8a45fe6b5a11ee2f4",VOLKSWAGEN,Golf,"5",Unknown,Manual
a8383162f64a489d7167dc3ef117ec1c,VOLKSWAGEN,Golf,"5",Unknown,Manual
"5114760c5d353f6a2c408ccf7f2b76ca",VOLKSWAGEN,Golf,"5",Unknown,Manual
f65ac0e5be7dba5656b3958eff57e252,VOLKSWAGEN,Golf,"5",Unknown,Manual
f4ed00aca34b788cf70fd7f818f5165f,VOLKSWAGEN,Golf,"5",Unknown,Manual
aa64e75697ba871535e65645dda410e9,VOLKSWAGEN,Golf,"5",Unknown,Manual
f092fb5ce5b541b50ce9b0ef62b89e6b,VOLKSWAGEN,Golf,"5",Unknown,Manual
"75822577cb57d80e29d7801a7ea1d644",VOLKSWAGEN,Golf,"5",Unknown,Manual
"5552be05ff0bcde9d303aeaa55afdb61",VOLKSWAGEN,Golf,"5",Unknown,Manual
"849e2fba28e2e55982091eb574d8383c",SUBARU,IMPREZA,"5",Unknown,Manual
"6178d2571c9335228449f7508e028abe",MITSUBISHI,LANCER,"6",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
"0bb7821f5b5028475731a557560d026e",BMW,M3,"6",Unknown,Manual
"7242fb64736427ce6a486477227f579c",CHEVROLET,MALIBU,"6",Unknown,Automatic
d5db6f8d299c7847cd6ff39dc525ee30,MAZDA,MAZDA6,"6",Unknown,Semi-Automatic
"704cbc3db50c322348fc3a629d1f812c",MAZDA,MAZDA6,"6",Unknown,Semi-Automatic
f4d47352466b1bbc4420afad0d87b975,VOLKSWAGEN,Passat,"6",Unknown,Semi-Automatic
"29fe64cbad7e6f07ac3d1f5ddd710efa",VOLKSWAGEN,Passat,"6",Unknown,Semi-Automatic
e528401af6626881c01a8b6ed2b9e243,BMW,"","",Unknown,""
"93ce287aa204f1c02f5de0e39db29a0f",VOLKSWAGEN,Passat,"6",Unknown,Semi-Automatic
"4ed0f66c3e20ed883a974d1336bb2646",VOLKSWAGEN,Passat,"6",Unknown,Semi-Automatic
"74b36ae54bd61efdb12429acc8bdd900",VOLKSWAGEN,Passat,"6",Unknown,Semi-Automatic
"5494537ad5ae1f6d5ebdaeaa78918115",VOLKSWAGEN,Passat,"6",Unknown,Semi-Automatic
c214ce7232413ccc43041c6bf7c7226a,VOLKSWAGEN,Passat,"6",Unknown,Semi-Automatic
a6642913a7174f832fc86d7906dd851c,VOLKSWAGEN,Passat,"6",Unknown,Semi-Automatic
"4cdeea2827e861c23f679959a24141ba",VOLKSWAGEN,Passat,"6",Unknown,Semi-Automatic
"43ffa03de29e0fa0388b8dea145461b0",AUDI,Q3,"6",Unknown,Semi-Automatic
"2caa278a821e6ddb4b967d60b80a8c7b",TOYOTA,RAV4,"6",Unknown,Automatic
"334f97b0ec165bf53742411f6a622087",KIA,Rio,"6",Unknown,Manual
d4f8b03d4787b991ea55f6b5728e7515,AUDI,S8,"8",Unknown,Semi-Automatic
"13841e3d4df336b1635adcd0d79ac488",HYUNDAI,Santa Fe,"6",Unknown,Automatic
ad803a440e9c1406487e2b4df348bc1f,HYUNDAI,Santa Fe,"6",Unknown,Automatic
ce2324749d272565419ab73a26b27366,HYUNDAI,Sonata,"7",Unknown,Automated Manual
"066c7a082f069bdb6c70fffed8c9602c",KIA,Sportage,"6",Unknown,Semi-Automatic
"8ad89c459ce28e3ce0efe52b836be736",KIA,Sportage,"6",Unknown,Semi-Automatic
"3fb14fbd26d63fd0e4b92518548e8a4e",VOLKSWAGEN,Tiguan,"6",Unknown,Semi-Automatic
"3ae84493a5050ba61f3053408cd5e1c4",HYUNDAI,Tucson,"6",Unknown,Semi-Automatic
"1570b106a42a055b0e17d8d67c213eae",HYUNDAI,Tucson,"6",Unknown,Semi-Automatic
"6e6a97bd0a5c877c1243eab09e62dc58",TOYOTA,YARIS,"4",Unknown,Automatic
"3578277ae4533da0d0834d249c028e1d",TOYOTA,YARIS,"4",Unknown,Automatic
bb52005d677206218ecf90e1beb4fbff,TOYOTA,YARIS,"4",Unknown,Automatic
be7ae5dac73e885843b2ab90bc97bcc6,TOYOTA,YARIS,"4",Unknown,Automatic
"28580b209c24eae54bbcb3281c62cb9b",BMW,"320i","8",Unknown,Automatic
c3c4415cc3b11bfd1fa0df296955df06,BMW,"320i","8",Unknown,Automatic
"5c39d7592c2281631df450e9b8669e4e",FIAT,"500","5",Unknown,Manual
ea4b03d0dc48befef3cf45c48604375b,BMW,"535d","8",Unknown,Semi-Automatic
"9908434cea3e0dbb751a5e9be0b7f8c5",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
f661358985e314649912cf9f97b32967,AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
d93787ee248dc50de6c1ace3b5cdc1e9,AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"96f98e01de30b285aa36f85f1490547e",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
e3efbece2e7726d3734c4544b26517bc,AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
c687e106bddc8cbc19c396c4caabd555,AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"6d26e338fae33e4eac2f0e8c9666336a",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"39f9b3f5e43e997b3a5a30ed1bd7b869",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"33b3179c0a65989d2b922069048dfc58",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"3d516f295491128465bc0eca8387c69a",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
f62d0855ff9486edbfaf659a1bbc7544,AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"3b471ce68a1dca9e84a885e0b6e31db1",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
cf1f072591d3ba224f1ec88bca56002f,AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
c80f0ea6bf09211a5d695edf412b38b3,AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"80bdf78ee3fda690972513e60e8c3d4c",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
d1940ac0397abc2c6ea9ab3eccf957f7,AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
b7dd1c2211ad3faf2f937a88034f1191,AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
ebfdf2ce61cfc195c743618be22fb4ec,AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
"3c7d84148b0d3e26396c67248d129685",AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
"0f3a8f38f27ca51ab1e485734434cfd2",AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
"4a853501082818d85bd2f0a5e337d05c",AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
"558527bfbab3cfedf8674eb0b12b7cfa",AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
d8147cfa64f763c2902eaab821ac6f6c,AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
c851d9cd67cecfddcf70ef83c1bb2770,AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
"0f131abfaca509342b8327413bb48053",AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
bebe7a6fc1065afae041c17d05ef34bc,AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
f24ddaa4f406a3ddc65f0410ae2c3534,AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
"0ac45b2cb66714fab6526fc94f4bd329",AUDI,A6,"8",Unknown,Semi-Automatic
f709f2480785ad058c67107520a97c7e,AUDI,A7,"8",Unknown,Semi-Automatic
"10182691a84108e78c812f902f9917e9",HONDA,ACCORD,"6",Unknown,Manual
"6a8f01997304c3ddb91d34248383aaba",HONDA,ACCORD,"6",Unknown,Manual
fd33fa06e68d507488a32870b70920f9,HYUNDAI,Accent,"6",Unknown,Manual
bd379456660f092a9c90a86ed0c2752b,HYUNDAI,Accent,"6",Unknown,Manual
c875bfa7260348fa2b606ac087f57d5e,HYUNDAI,Accent,"6",Unknown,Manual
ad9094b2caab484e061f54927817c21a,HYUNDAI,Accent,"6",Unknown,Manual
fed8ef32437aa40e973615d7d791b484,VOLKSWAGEN,Beetle,"6",Unknown,Manual
"2df5ac1929e01c3809cc5a8c17f78233",VOLKSWAGEN,Beetle,"6",Unknown,Manual
"5bb285b8ac31a2edeba5dabd8ca020f0",VOLKSWAGEN,Beetle,"6",Unknown,Manual
"65a114508cdf5eff2c6f94ab27462afa",PORSCHE,Boxster S,"6",Unknown,Manual
"6cd07e5df314e72b824bc10d683e77a6",VOLKSWAGEN,CC,"6",Unknown,Automatic
"653cfb2e254dc30bd6ec7a9efdef0129",VOLKSWAGEN,CC,"6",Unknown,Automatic
"010544135acd21787a2e2c96f439384f",HONDA,CIVIC,"1",Unknown,Continuously Variable
"650c2dada7ad55a95fa42b315a0635c9",HONDA,CIVIC,"1",Unknown,Continuously Variable
"614be9d97835d9614c123e739cda2e41",HONDA,CIVIC,"1",Unknown,Continuously Variable
f1b6aeba72dfeaa4c00fa07fffeae48b,HONDA,CIVIC,"1",Unknown,Continuously Variable
b31cdbc52e58044346ac6b52c28ac5cb,HONDA,CIVIC,"1",Unknown,Continuously Variable
fd8074a2fe811b806a4021dfdf2471b3,HONDA,CIVIC,"1",Unknown,Continuously Variable
e7edf25b04485ea7df1f0cfab9bb83cb,HONDA,CIVIC,"1",Unknown,Continuously Variable
"0c32a674dfe2648fc2ec1fe49921c60f",HONDA,CIVIC,"1",Unknown,Continuously Variable
"4b674b200018f41a2ef20b380dd04a8d",HONDA,CIVIC,"1",Unknown,Continuously Variable
"14e09d55f713e3e9cc321a183a4b30f5",TOYOTA,COROLLA,"1",Unknown,Continuously Variable
a087d6f23fd0758700e3a93f6359678b,TOYOTA,COROLLA,"1",Unknown,Continuously Variable
c56a3b562e689422f81783c6e034b0fe,TOYOTA,COROLLA,"1",Unknown,Continuously Variable
"8ebbcfab49ad693bfa29193bc225d530",TOYOTA,COROLLA,"1",Unknown,Continuously Variable
"3228925dadd90aa445babb69afeb397f",HONDA,CR-V,"1",Unknown,Continuously Variable
"5ec122cc603fa8cb9fe9185c2fe36d91",CHEVROLET,CRUZE,"6",Unknown,Automatic
"0ed7dc47d92c9c1491b4f553b5fdf611",JEEP,Cherokee,"9",Unknown,Automatic
d6148f937e6927e0617f7e31863f3e87,JEEP,Cherokee,"9",Unknown,Automatic
"6fde6b4c98ab6fc9f03d95e5f31b7a03",JEEP,Cherokee,"9",Unknown,Automatic
"0e2b0de17284a73dde8ef3779f1e89d6",JEEP,Cherokee,"9",Unknown,Automatic
"817b49006fb28679844a0ce68f4c4279",FORD,FIESTA,"5",Unknown,Manual
"3528979eca32f2f67c9760f9494d2737",FORD,FIESTA,"5",Unknown,Manual
c38de37d95a60f33561562a7dd093869,FORD,FIESTA,"5",Unknown,Manual
"5a7ca584b46f27191df04c09c5ded3f3",FORD,FIESTA,"5",Unknown,Manual
f1d964dcac97acf362ce1c6f26c1529b,FORD,FIESTA,"5",Unknown,Manual
"768f9684a94a43045ba16bb5790df5d1",FORD,FIESTA,"5",Unknown,Manual
ba680b80c69e8c3f195932889f901aae,FORD,FIESTA,"5",Unknown,Manual
c7f5c8ab82d05b308cf19ae03a75611e,FORD,FIESTA,"5",Unknown,Manual
abf7219a13cf7a8ad5e8c028f5ef96e3,FORD,FIESTA,"5",Unknown,Manual
"9f8f1ea6294c4e32d5eb65bcebdbaed4",FORD,FIESTA,"5",Unknown,Manual
b438d06e4227e1de5dd2216fc7f9ca5e,FORD,FIESTA,"5",Unknown,Manual
cd9c3744ba7b2a64d0cd534585aaedc2,FORD,FIESTA,"5",Unknown,Manual
e831df46400139ddc8a18de0d4e6b4e6,FORD,FIESTA,"5",Unknown,Manual
"8c6814357d3fc3e71964de077cdf5186",FORD,FIESTA,"5",Unknown,Manual
"8540c985a67b6c60ee280f8935d6fb65",FORD,FIESTA,"5",Unknown,Manual
"01063aa4968c33399f4cb8c06ead7320",FORD,FIESTA,"5",Unknown,Manual
"137fc1a8a46cd9db4d9cb03a2603b966",FORD,FIESTA,"5",Unknown,Manual
"56d084683bc76c6ddc3511dca57eac6d",FORD,FIESTA,"5",Unknown,Manual
"3d7455099b5f8bea264c12ebad2fe19a",FORD,FIESTA,"5",Unknown,Manual
"753509cc746b1383b1b15a738a6d9f7f",FORD,FLEX,"6",Unknown,Semi-Automatic
"08a744e982c8b877087b1b189389fd20",FORD,FOCUS,"6",Unknown,Automated Manual
"50ff373a8c8a223983d561bfc30f8154",FORD,FOCUS,"6",Unknown,Automated Manual
"5f5e19b667d696defd8aaa6384d5a6f0",FORD,FOCUS,"6",Unknown,Automated Manual
ab409fa9bf3d07e803faad1057c23d19,FORD,FOCUS,"6",Unknown,Automated Manual
a3ef02822083df20dbd472a317e1000b,FORD,FOCUS,"6",Unknown,Automated Manual
"0071719ef56ffa9afc05014e1f2a917b",FORD,FOCUS,"6",Unknown,Automated Manual
d81c8258db7546687198fc221f4d91a7,FORD,FOCUS,"6",Unknown,Automated Manual
"9c59a5f06d7fb9dbdb2745018c6d2ba9",FORD,FOCUS,"6",Unknown,Automated Manual
"507ee18b4b413830371b3a49142d8302",FORD,FOCUS,"6",Unknown,Automated Manual
cfa02c161c301540f00daf7a071c94f9,FORD,FOCUS,"6",Unknown,Automated Manual
"9eeb6be0e94c60acbf3988f25c867ec7",FORD,FOCUS,"6",Unknown,Automated Manual
b57da20eb690e9c8bd2dfd00b5bd94a5,FORD,FOCUS,"6",Unknown,Automated Manual
"39b26857f6236d6567f7cf0edefce79a",FORD,FOCUS,"6",Unknown,Automated Manual
"5c88a46e1408c56c70ddb4b48a13b098",FORD,FOCUS,"6",Unknown,Automated Manual
"2ff17a52575cadfe9189859e6c3ee52e",FORD,FOCUS,"6",Unknown,Automated Manual
fd4382535350c179ed11b008c8f0412a,VOLKSWAGEN,GTI,"6",Unknown,Manual
e31bfd2dbac2bfabe553b56c339bfa81,VOLKSWAGEN,Golf,"5",Unknown,Manual
"6ea811696baf8317728802ac8e39f973",VOLKSWAGEN,Golf,"5",Unknown,Manual
"221ec4027d56bc03b88c8ccf6460bd0e",VOLKSWAGEN,Golf,"5",Unknown,Manual
"597c00dfc19c4a6e444ff9fd731d61db",VOLKSWAGEN,Golf,"5",Unknown,Manual
"8aa89c772d8cd81909dd710500ec2cdf",VOLKSWAGEN,Golf,"5",Unknown,Manual
"93eccdce7b09b67519b8177cdee0e6a2",VOLKSWAGEN,Golf,"5",Unknown,Manual
"5966aaeab2d324e741de6f1b3f61fc69",VOLKSWAGEN,Golf,"5",Unknown,Manual
"20e813b487241bb0749e44387254c9ad",VOLKSWAGEN,Golf,"5",Unknown,Manual
d760d53bd4a0bff8829d702ade9fbaf6,VOLKSWAGEN,Golf,"5",Unknown,Manual
"6421b2d65766cc213378e313f1f1c52e",VOLKSWAGEN,Golf,"5",Unknown,Manual
"65581b92e25827a5322580ac677764dd",VOLKSWAGEN,Golf,"5",Unknown,Manual
"7ae3bac5504a3c149add69b77fbb6961",VOLKSWAGEN,Golf,"5",Unknown,Manual
"70b51726067d160f54355986043e944a",VOLKSWAGEN,Golf,"5",Unknown,Manual
b888526e223d5747b771682aec844876,VOLKSWAGEN,Golf,"5",Unknown,Manual
"9d605bd74cf6fb1c42bb3bd61cbfe224",VOLKSWAGEN,Golf,"5",Unknown,Manual
"6850a788422c8275c00c6b708f433cc1",VOLKSWAGEN,Golf,"5",Unknown,Manual
bc4e2404eb534a75ed8056632944f327,VOLKSWAGEN,Golf,"5",Unknown,Manual
"8e436753e77c64f28d457baa4fa26cbc",VOLKSWAGEN,Golf,"5",Unknown,Manual
"35bd4053358815f57698014f1f2440af",VOLKSWAGEN,Golf,"5",Unknown,Manual
aff06808a6d70d0f5402cbd55698598c,VOLKSWAGEN,Golf,"5",Unknown,Manual
d9a81d00793b954219b9311308e17247,VOLKSWAGEN,Golf,"5",Unknown,Manual
e82cafb4a2a127c1334640a2f3d388fb,VOLKSWAGEN,Golf,"5",Unknown,Manual
"77316eb197cd2082debabd08bbaeb17e",VOLKSWAGEN,Golf,"5",Unknown,Manual
"865a07985dad82f8e0e1fdd70ec2ea9a",VOLKSWAGEN,Golf R,"6",Unknown,Manual
be40a64508da61424771b3848d2c8016,VOLKSWAGEN,Jetta,"6",Unknown,Manual
"2e5bbedb0d7112925fb6234810c1be21",VOLKSWAGEN,Jetta,"6",Unknown,Manual
